"ID","Threat Name","IP Address Exemptions","Rule","CVE","Host","Category","Severity","Action","Packet Capture"
"90065","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90066","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90067","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90068","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90069","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90070","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90071","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90072","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90073","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90074","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90075","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90076","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90077","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90078","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90079","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90080","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90081","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90082","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90083","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90084","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90085","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90086","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90087","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90088","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90089","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90090","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90091","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90092","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90093","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90094","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90095","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90096","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90097","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90098","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90099","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90100","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90101","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90102","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90103","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90104","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90105","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90106","Compromised or manufacturer default password found in HTTP Basic Authentication","","Alert-All","","server","insecure-credentials","informational","default (alert)","disable"
"90107","Google Chrome Use-After-Free Vulnerability","","Alert-All","CVE-2020-15994","client","code-execution","high","default (reset-both)","disable"
"90110","Microsoft Dynamics 365 Commerce Remote Code Execution Vulnerability","","Alert-All","CVE-2020-17152,CVE-2020-17158","server","code-execution","high","default (reset-server)","disable"
"90112","PHP-Fusion Crossing-Site Script Vulnerability","","Alert-All","CVE-2020-17450","server","code-execution","medium","default (alert)","disable"
"90113","Schneider Electric TAC Xenta 911 Directory Traversal Vulnerability","","Alert-All","","server","info-leak","medium","default (alert)","disable"
"90115","IBM Maximo Asset Management XML External Entity Injection Vulnerability","","Alert-All","CVE-2020-4463","server","info-leak","high","default (reset-server)","disable"
"90116","Adobe Acrobat Data Exfiltration Vulnerability","","Alert-All","CVE-2020-29075","client","info-leak","high","default (reset-both)","disable"
"90117","Schneider Electric PLC Session Information Disclosure Vulnerability","","Alert-All","CVE-2017-6026","server","info-leak","critical","default (reset-server)","disable"
"90118","ImageMagick Authenticate Command Injection Vulnerability","","Alert-All","","client","code-execution","medium","default (alert)","disable"
"90119","Schneider Electric Kerweb Cross-Site Scripting Vulnerability","","Alert-All","CVE-2012-1990","server","code-execution","medium","default (alert)","disable"
"90121","Ghostscript Remote Code Execution Vulnerability","","Alert-All","CVE-2019-14813","client","code-execution","critical","default (reset-both)","disable"
"90122","Google Chrome Use-After-Free Vulnerability","","Alert-All","CVE-2020-15976","client","code-execution","high","default (reset-both)","disable"
"90123","Siemens SIMATIC S7-1200 XSS Vulnerability","","Alert-All","CVE-2014-2908","server","code-execution","medium","default (alert)","disable"
"90124","Google Chrome Use-After-Free Vulnerability","","Alert-All","CVE-2020-6576","client","code-execution","high","default (reset-both)","disable"
"90127","Microsoft SharePoint Remote Code Execution Vulnerability","","Alert-All","CVE-2020-0974","server","code-execution","high","default (reset-server)","disable"
"90129","Siemens Desigo PX Denial-of-Service Vulnerability","","Alert-All","CVE-2019-13927","server","dos","medium","default (alert)","disable"
"90130","Fatek Automation PLC WinProladder SPF Stack Buffer Overflow Vulnerability","","Alert-All","CVE-2020-16234","client","overflow","high","default (alert)","disable"
"90131","Apache Struts 2 Remote Code Execution Vulnerability","","Alert-All","CVE-2020-17530,CVE-2021-31805","server","code-execution","critical","default (reset-server)","disable"
"90132","Cisco Jabber Cross-Site Scripting Vulnerability","","Alert-All","CVE-2020-26085","server","code-execution","high","default (reset-server)","disable"
"90133","VMware Multiple Products Configurator Command Injection Vulnerability","","Alert-All","CVE-2020-4006","server","code-execution","critical","default (alert)","disable"
"90134","Apache Solr Remote Code Execution Vulnerability","","Alert-All","CVE-2020-13957","server","code-execution","critical","default (alert)","disable"
"90135","Siemens SIMATIC S7-300 CPU Denial-of-Service Vulnerability","","Alert-All","CVE-2015-2177","server","dos","high","default (alert)","disable"
"90136","Car Rental Management System File Inclusion Vulnerability","","Alert-All","CVE-2020-29227","server","code-execution","critical","default (reset-server)","disable"
"90137","Schneider Electric Pelco VideoXpert Core Admin Directory Traversal Vulnerability","","Alert-All","CVE-2017-9964,CVE-2017-9965","server","info-leak","medium","default (alert)","disable"
"90138","Schneider Electric Pelco VideoXpert Camera CSRF Vulnerability","","Alert-All","","client","code-execution","medium","default (alert)","disable"
"90139","Schneider Electric Pelco VideoXpert Camera CSRF Vulnerability","","Alert-All","","client","code-execution","medium","default (alert)","disable"
"90140","Schneider Electric Pelco VideoXpert Camera CSRF Vulnerability","","Alert-All","","client","code-execution","medium","default (alert)","disable"
"90141","Schneider Electric Pelco VideoXpert Camera CSRF Vulnerability","","Alert-All","","client","code-execution","medium","default (alert)","disable"
"90142","Schneider Electric Pelco VideoXpert Camera CSRF Vulnerability","","Alert-All","","client","code-execution","medium","default (alert)","disable"
"90143","Schneider Electric Pelco VideoXpert Camera CSRF Vulnerability","","Alert-All","","client","code-execution","medium","default (alert)","disable"
"90144","Schneider Electric Pelco VideoXpert Camera CSRF Vulnerability","","Alert-All","","client","code-execution","medium","default (alert)","disable"
"90145","Schneider Electric Pelco VideoXpert Camera Remote Command Injection Vulnerability","","Alert-All","","server","code-execution","medium","default (alert)","disable"
"90147","Squid Proxy HttpHeader getAuth Heap Buffer Overflow Vulnerability","","Alert-All","CVE-2019-12527","server","code-execution","high","default (alert)","disable"
"90149","Arcserve D2D getNews External Entity Injection Vulnerability","","Alert-All","CVE-2020-27858","server","info-leak","high","default (reset-server)","disable"
"90150","OpenTSDB Remote Command Injection Vulnerability","","Alert-All","CVE-2020-35476","server","code-execution","critical","default (reset-server)","disable"
"90152","WordPress Duplicator Plugin Directory Traversal Vulnerability","","Alert-All","CVE-2020-11738","server","info-leak","high","default (reset-server)","disable"
"90153","OpenMediaVault Cron Remote Command Execution Vulnerability","","Alert-All","CVE-2013-3632","server","code-execution","high","default (reset-server)","disable"
"90154","GLPI CSRF Command Execution Vulnerability","","Alert-All","CVE-2020-11060","server","code-execution","high","default (reset-server)","disable"
"90155","Google Chrome Heap Corruption Vulnerability","","Alert-All","CVE-2020-15979","client","code-execution","high","default (reset-both)","disable"
"90156","Spotweb SQL Injection Vulnerability","","Alert-All","CVE-2020-35545","server","sql-injection","critical","default (reset-server)","disable"
"90157","Xinuos Openserver Command Injection Vulnerability","","Alert-All","CVE-2020-25494","server","code-execution","critical","default (reset-server)","disable"
"90158","Zoho ManageEngine Applications Manager showMonitorGroupView SQL Injection Vulnerability","","Alert-All","","server","sql-injection","medium","default (alert)","disable"
"90159","Trend Micro InterScan Web Security Virtual Appliance Command Injection Vulnerability","","Alert-All","CVE-2020-8466","server","code-execution","critical","default (reset-server)","disable"
"90160","Synology SafeAccess SQL Injection Vulnerability","","Alert-All","CVE-2020-27660","server","sql-injection","critical","default (reset-server)","disable"
"90161","ThinkPHP Remote Code Execution Vulnerability","","Alert-All","CVE-2018-20062","server","code-execution","critical","default (reset-server)","disable"
"90162","SolarWinds Orion API Authentication Bypass Vulnerability","","Alert-All","CVE-2020-10148","server","code-execution","low","default (alert)","disable"
"90163","Trend Micro InterScan Messaging Widget Information Disclosure Vulnerability","","Alert-All","CVE-2020-27019","server","info-leak","medium","default (alert)","disable"
"90164","Microsoft Exchange XXE Injection Vulnerability","","Alert-All","CVE-2020-17141","server","code-execution","high","default (reset-server)","disable"
"90165","WordPress Plugin Contact Form 7 File Upload Vulnerability","","Alert-All","CVE-2020-35489","server","code-execution","critical","default (reset-server)","disable"
"90166","Microsoft Word Remote Code Execution Vulnerability","","Alert-All","","client","code-execution","medium","default (alert)","disable"
"90167","Alumni Management System SQL Injection Vulnerability","","Alert-All","CVE-2020-28070","server","sql-injection","critical","default (reset-server)","disable"
"90168","SourceCodester Online Health Care System SQL Injection Vulnerability","","Alert-All","CVE-2020-28074","server","sql-injection","critical","default (reset-server)","disable"
"90169","Library Management System SQL Injection Vulnerability","","Alert-All","CVE-2020-28073","server","sql-injection","critical","default (reset-server)","disable"
"90170","TerraMaster Remote Command Execution Vulnerability","","Alert-All","CVE-2020-28188,CVE-2018-13354,CVE-2018-13338,CVE-2020-15568","server","code-execution","critical","default (reset-server)","disable"
"90172","URVE Command Injection Vulnerability","","Alert-All","CVE-2020-29552","server","code-execution","critical","default (reset-server)","disable"
"90173","Schneider Electric Pelco Camera Command Injection Vulnerability","","Alert-All","CVE-2018-7829","server","code-execution","high","default (reset-server)","disable"
"90174","Joomla SQL Injection Vulnerability","","Alert-All","CVE-2020-35613","server","sql-injection","critical","default (reset-server)","disable"
"90175","Malformed HTTP Request Detection","","Alert-All","","server","protocol-anomaly","informational","default (alert)","disable"
"90176","Microsoft Exchange Server Remote Code Execution Vulnerability","","Alert-All","CVE-2020-17083","server","code-execution","medium","default (alert)","disable"
"90177","Google Chrome Cross-Site Scripting Vulnerability","","Alert-All","CVE-2020-15978","client","code-execution","high","default (reset-both)","disable"
"90178","Nagios XI autodiscoverycomponentupdatecron Command Injection Vulnerability","","Alert-All","CVE-2020-28648","server","code-execution","high","default (alert)","disable"
"90179","Modbus Slave Buffer Overflow Vulnerability","","Alert-All","CVE-2018-18759","client","code-execution","high","default (reset-both)","disable"
"90180","D-Link DSL-2640U Remote Command Execution Vulnerability","","Alert-All","CVE-2018-5371","server","code-execution","high","default (reset-both)","disable"
"90182","InfiniteWP Admin Panel Reset Password Attempt","","Alert-All","","server","code-execution","informational","default (allow)","disable"
"90183","Zyxel USG Backdoor Account Vulnerability","","Alert-All","CVE-2020-29583","server","info-leak","critical","default (reset-server)","disable"
"90184","Microsoft Exchange Information Disclosure Vulnerability","","Alert-All","CVE-2020-17143","server","info-leak","high","default (reset-server)","disable"
"90185","ZyWall USG Arbitrary File Upload Vulnerability","","Alert-All","","server","info-leak","medium","default (alert)","disable"
"90187","UCMS Arbitrary Command Execution Vulnerability","","Alert-All","CVE-2020-25483","server","code-execution","critical","default (reset-server)","disable"
"90189","Grafana Server Side Request Forgery Vulnerability","","Alert-All","CVE-2020-13379","server","code-execution","high","default (reset-server)","disable"
"90190","Microsoft SharePoint Server Remote Code Execution Vulnerability","","Alert-All","CVE-2021-1707","server","code-execution","high","default (reset-server)","disable"
"90191","Oracle Business Intelligence Enterprise Edition Cross-Site Scripting Vulnerability","","Alert-All","CVE-2020-14815","server","info-leak","high","default (reset-server)","disable"
"90192","KLog Server OS Command Injection Vulnerability","","Alert-All","CVE-2020-35729","server","code-execution","critical","default (reset-server)","disable"
"90194","IncomCMS Insecure File Upload Vulnerability","","Alert-All","CVE-2020-29597","client","code-execution","critical","default (reset-both)","disable"
"90195","User-friendly SVN Remote Code Execution Vulnerability","","Alert-All","CVE-2020-17363","server","code-execution","critical","default (reset-server)","disable"
"90196","Apache Flink Directory Traversal Vulnerability","","Alert-All","CVE-2020-17519","server","info-leak","high","default (reset-server)","disable"
"90197","Google Chrome Use-After-Free Vulnerability","","Alert-All","CVE-2020-15967","client","code-execution","high","default (reset-both)","disable"
"90201","Joomla CMS Stored Cross-Site Scripting Vulnerability","","Alert-All","CVE-2020-15696","server","code-execution","medium","default (alert)","disable"
"90202","GE Industrial Solutions Remote Command Execution Vulnerability","","Alert-All","CVE-2016-0861","server","code-execution","high","default (reset-server)","disable"
"90203","Micro Focus ArcSight Logger Arbitrary Code Execution Vulnerability","","Alert-All","CVE-2020-11851","server","code-execution","critical","default (reset-server)","disable"
"90204","WordPress Plugin easy-wp-smtp Information Disclosure Vulnerability","","Alert-All","CVE-2020-35234","server","info-leak","high","default (reset-server)","disable"
"90207","Microsoft Windows Defender Remote Code Execution Vulnerability","","Alert-All","CVE-2021-1647","client","code-execution","high","default (reset-both)","disable"
"90209","Microsoft Exchange Server Elevation Of Privilege Vulnerability","","Alert-All","CVE-2020-17085","server","code-execution","medium","default (alert)","disable"
"90210","XStream Library Insecure Deserialization Vulnerability","","Alert-All","CVE-2020-26258","client","code-execution","high","default (reset-both)","disable"
"90211","Ipeak Infosystems ibexwebCMS SQL Injection Vulnerability","","Alert-All","CVE-2021-3018","server","sql-injection","critical","default (reset-server)","disable"
"90212","Google Chrome Use-After-Free Vulnerability","","Alert-All","CVE-2020-15990,CVE-2020-15991,CVE-2020-15996","client","code-execution","high","default (reset-both)","disable"
"90214","Gotenberg Remote Code Execution Vulnerability","","Alert-All","CVE-2020-13451","server","code-execution","critical","default (reset-both)","disable"
"90216","Trend Micro InterScan Web Security Virtual Appliance DecryptPasswd Buffer Overflow Vulnerability","","Alert-All","CVE-2020-28578","server","overflow","critical","default (reset-server)","disable"
"90217","FasterXML Jackson-Databind Deserialization Vulnerability","","Alert-All","CVE-2020-36184,CVE-2020-36188","server","code-execution","high","default (reset-server)","disable"
"90218","WordPress Autoptimize Plugin Remote Code Execution Vulnerability","","Alert-All","CVE-2020-24948","server","code-execution","high","default (reset-both)","disable"
"90219","Gotenberg Directory Traversal Vulnerability","","Alert-All","CVE-2020-13450","server","info-leak","critical","default (reset-server)","disable"
"90220","AdvanTech iView Directory Traversal Vulnerability","","Alert-All","CVE-2020-16245","server","code-execution","critical","default (alert)","disable"
"90221","Google Chrome Heap Corruption Vulnerability","","Alert-All","CVE-2020-15993","client","code-execution","critical","default (reset-both)","disable"
"90222","Honeywell NVR Devices Code Execution Vulnerability","","Alert-All","CVE-2017-14263","server","code-execution","high","default (reset-server)","disable"
"90223","FasterXML Jackson-Databind Deserialization Vulnerability","","Alert-All","CVE-2020-36179,CVE-2020-36180,CVE-2020-36181,CVE-2020-36182","server","code-execution","high","default (reset-server)","disable"
"90224","FasterXML Jackson-Databind Deserialization Vulnerability","","Alert-All","CVE-2020-36183,CVE-2020-36185,CVE-2020-36186,CVE-2020-36187","server","code-execution","high","default (reset-server)","disable"
"90225","Google Chrome Insufficient Policy Enforcement Vulnerability","","Alert-All","CVE-2020-15992","client","code-execution","high","default (reset-both)","disable"
"90227","BrowserUp Proxy Template Injection Vulnerability","","Alert-All","CVE-2020-26282","server","code-execution","critical","default (reset-server)","disable"
"90228","Schneider Electric PLC CSRF Vulnerability","","Alert-All","CVE-2013-0663","client","code-execution","medium","default (alert)","disable"
"90229","Google Chrome V8 Crankshaft Type Confusion Vulnerability","","Alert-All","CVE-2017-5070","client","code-execution","high","default (reset-both)","disable"
"90230","Google Chrome V8 Type Confusion Vulnerability","","Alert-All","CVE-2020-6418","client","code-execution","medium","default (alert)","disable"
"90231","Google Chrome Improper Input Validation Vulnerability","","Alert-All","CVE-2019-5782","client","info-leak","high","default (reset-both)","disable"
"90232","Meterpreter Core Negotiate TLV Encryption Detection","","Alert-All","","client","code-execution","low","default (alert)","disable"
"90233","Johnson Controls exacqVision Remote Code Execution Vulnerability","","Alert-All","CVE-2020-9047","server","code-execution","high","default (reset-server)","disable"
"90234","Cisco RV110W Router Stack Overflow Vulnerability","","Alert-All","CVE-2021-1167","server","overflow","high","default (reset-server)","disable"
"90235","Ffay Lanproxy Directory Traversal Vulnerability","","Alert-All","CVE-2021-3019","server","info-leak","high","default (reset-server)","disable"
"90236","SolarWinds Orion API Authentication Bypass Vulnerability","","Alert-All","CVE-2020-10148","server","code-execution","critical","default (reset-server)","disable"
"90237","SAP Solution Manager Remote Code Execution Vulnerability","","Alert-All","CVE-2020-6207","server","code-execution","critical","default (reset-server)","disable"
"90238","Microsoft Exchange Remote Code Execution Vulnerability","","Alert-All","CVE-2020-17132","server","code-execution","critical","default (reset-both)","disable"
"90239","Google Chrome Use-After-Free Vulnerability","","Alert-All","CVE-2020-16003","client","code-execution","high","default (reset-both)","disable"
"90240","Laravel Ignition Remote Code Execution Vulnerability","","Alert-All","CVE-2021-3129","server","code-execution","high","default (reset-server)","disable"
"90241","Google Chrome Use-After-Free Vulnerability","","Alert-All","CVE-2020-15998","client","code-execution","high","default (reset-both)","disable"
"90242","JumpServer Information Disclosure Vulnerability","","Alert-All","","server","info-leak","high","default (reset-server)","disable"
"90244","Elasticsearch Groovy Script Engine Remote Command Execution Vulnerability","","Alert-All","CVE-2015-1427","server","code-execution","high","default (reset-server)","disable"
"90245","Microsoft IIS Multiple Extensions Security Bypass Vulnerability","","Alert-All","CVE-2009-4444","server","code-execution","medium","default (alert)","disable"
"90246","Accellion Secure File Transfer Appliance Directory Traversal Vulnerability","","Alert-All","CVE-2009-4645","server","info-leak","high","default (alert)","disable"
"90247","Google Chrome Code Execution Vulnerability","","Alert-All","CVE-2020-16029","client","code-execution","high","default (reset-both)","disable"
"90248","osTicket Server-Side Request Forgery Vulnerability","","Alert-All","CVE-2020-24881","server","info-leak","critical","default (reset-server)","disable"
"90249","Accellion File Transfer Appliance Cross-Site Scripting Vulnerability","","Alert-All","CVE-2008-3850","server","code-execution","medium","default (alert)","disable"
"90251","Accellion File Transfer Appliance Mail Relay Vulnerability","","Alert-All","CVE-2008-7012","server","code-execution","high","default (reset-server)","disable"
"90252","Accellion FTA XSS Vulnerability","","Alert-All","CVE-2017-8304","server","code-execution","medium","default (alert)","disable"
"90253","Accellion FTA Remote Code Execution Vulnerability","","Alert-All","CVE-2017-8303","server","code-execution","critical","default (reset-server)","disable"
"90255","DCS-2530L Unauthenticated Information Disclosure Vulnerability","","Alert-All","CVE-2020-25078","server","info-leak","high","default (reset-both)","disable"
"90256","DCS-2530L Remote Command Execution Vulnerability","","Alert-All","CVE-2020-25079","server","code-execution","high","default (reset-server)","disable"
"90257","Microsoft Windows NTFS Vulnerability","","Alert-All","CVE-2021-28312","client","code-execution","medium","default (alert)","disable"
"90258","Google Chrome Heap Corruption Vulnerability","","Alert-All","CVE-2020-16000","client","code-execution","high","default (reset-both)","disable"
"90260","Webmin Package Updates update.cgi Command Injection Vulnerability","","Alert-All","CVE-2020-35606,CVE-2022-36446","server","code-execution","critical","default (reset-server)","disable"
"90262","Accellion File Transfer Appliance Directory Traversal Vulnerability","","Alert-All","CVE-2015-2856","server","info-leak","high","default (reset-server)","disable"
"90264","Victor CMS SQL Injection Vulnerability","","Alert-All","","server","sql-injection","medium","default (alert)","disable"
"90265","Accellion File Transfer Appliance Arbitrary Code Execution Vulnerability","","Alert-All","CVE-2015-2857","server","code-execution","critical","default (reset-server)","disable"
"90266","Victor CMS Multiple Authenticated SQL Injection Vulnerabilities","","Alert-All","","server","sql-injection","medium","default (alert)","disable"
"90267","Accellion FTA SQL Injection Vulnerability","","Alert-All","CVE-2017-8789","server","sql-injection","critical","default (reset-server)","disable"
"90269","Sitemakin Site Login and Access Control SQL Injection Vulnerability","","Alert-All","CVE-2018-11535","server","sql-injection","critical","default (alert)","disable"
"90270","Oracle WebLogic Server Remote Code Execution Vulnerability","","Alert-All","CVE-2021-2109","server","code-execution","high","default (reset-server)","disable"
"90271","XoruX LPAR2RRD and STOR2RRD Command Injection Vulnerability","","Alert-All","CVE-2020-24032","server","code-execution","critical","default (reset-server)","disable"
"90272","Daily Expenses Management System SQL Injection Vulnerability","","Alert-All","","server","sql-injection","medium","default (alert)","disable"
"90273","Complaint Management System SQL Injection Vulnerability","","Alert-All","","server","sql-injection","medium","default (alert)","disable"
"90274","Online Shopping Alphaware SQL Injection Vulnerability","","Alert-All","","server","sql-injection","medium","default (alert)","disable"
"90275","Online Book Store SQL Injection Vulnerability","","Alert-All","","server","sql-injection","medium","default (alert)","disable"
"90276","Linksys RE6500 Remote Command Injection Vulnerability","","Alert-All","CVE-2020-35713","server","code-execution","critical","default (reset-server)","disable"
"90278","Zend Framework Remote Code Execution Vulnerability","","Alert-All","CVE-2021-3007","server","code-execution","critical","default (alert)","disable"
"90280","Google Chrome Use-After-Free Vulnerability","","Alert-All","CVE-2020-16045,CVE-2021-21142","client","code-execution","critical","default (reset-both)","disable"
"90281","Ecava IntegraXor SQL Injection Vulnerability","","Alert-All","CVE-2017-6050","server","sql-injection","critical","default (alert)","disable"
"90282","Oracle WebLogic Server Remote Code Execution Vulnerability","","Alert-All","CVE-2020-14883","server","code-execution","high","default (reset-server)","disable"
"90285","Ecava IntegraXor Human-Machine Interface Stack-based Buffer Overflow Vulnerability","","Alert-All","CVE-2010-4597","client","overflow","high","default (alert)","disable"
"90286","WordPress SimpleBoardJob Plugin Directory Traversal Vulnerability","","Alert-All","CVE-2020-35749","server","info-leak","high","default (reset-server)","disable"
"90287","SolarWinds Network Configuration Manager VulnerabilitySettings Arbitrary File Write Vulnerability","","Alert-All","CVE-2020-27871","server","code-execution","high","default (reset-server)","disable"
"90288","SolarWinds Orion Remote Code Execution Vulnerability","","Alert-All","CVE-2020-14005","server","code-execution","high","default (reset-server)","disable"
"90291","SolarWinds Orion Platform SQL Injection Vulnerability","","Alert-All","CVE-2020-27869","server","sql-injection","high","default (reset-server)","disable"
"90293","CodeSYS Heap Overflow Vulnerability","","Alert-All","","server","overflow","medium","default (alert)","disable"
"90294","Accellion FTA LDAP Injection Vulnerability","","Alert-All","CVE-2017-8790","server","code-execution","critical","default (reset-server)","disable"
"90295","Accellion FTA CRLF Injection Vulnerability","","Alert-All","CVE-2017-8791","server","code-execution","medium","default (alert)","disable"
"90296","Accellion FTA XSS Vulnerability","","Alert-All","CVE-2017-8792,CVE-2017-8795","server","code-execution","medium","default (alert)","disable"
"90297","Accellion FTA SSRF Vulnerability","","Alert-All","CVE-2017-8794","server","code-execution","critical","default (reset-server)","disable"
"90298","Accellion FTA SQL Injection Vulnerability","","Alert-All","CVE-2017-8796","server","sql-injection","critical","default (reset-server)","disable"
"90299","Foxit Reader and PhantomPDF Choice Field Use-After-Free Vulnerability","","Alert-All","CVE-2020-13557","client","code-execution","high","default (reset-both)","disable"
"90300","Google Chrome Buffer Overflow Vulnerability","","Alert-All","CVE-2020-16028","client","overflow","high","default (reset-both)","disable"
"90301","PEAR Archive Tar Symbolic Link Handling Arbitrary File Overwrite Vulnerability","","Alert-All","CVE-2020-36193","client","code-execution","high","default (reset-both)","disable"
"90302","SonicWall SSL-VPN Remote Command Injection Vulnerability","","Alert-All","","server","code-execution","critical","default (reset-both)","disable"
"90303","Google Chrome Heap Corruption Vulnerability","","Alert-All","CVE-2020-16006","client","code-execution","high","default (reset-both)","disable"
"90304","Fuzz Faster U Fool Tool Detection","","Alert-All","","server","hacktool","medium","default (alert)","disable"
"90305","Google Chrome PDFium Use-After-Free Vulnerability","","Alert-All","CVE-2020-16002","client","code-execution","high","default (reset-both)","disable"
"90306","Accellion File Transfer Appliance Cross-Site Scripting Vulnerability","","Alert-All","CVE-2016-2350","server","code-execution","medium","default (alert)","disable"
"90307","Accellion File Transfer Appliance SQL Injection Vulnerability","","Alert-All","CVE-2016-2351","server","code-execution","critical","default (reset-server)","disable"
"90308","Siemens JT2Go PLMXML File Parsing XXE Vulnerability","","Alert-All","CVE-2020-26981","client","info-leak","medium","default (alert)","disable"
"90310","WordPress Quiz and Survey Master Plugin Arbitrary File Upload Vulnerability","","Alert-All","CVE-2020-35949","server","code-execution","critical","default (reset-both)","disable"
"90311","Google Chrome Use-After-Free Vulnerability","","Alert-All","CVE-2020-16004","client","code-execution","high","default (reset-both)","disable"
"90315","Philips InSight Cross-Site Scripting Vulnerability","","Alert-All","CVE-2015-2883","server","code-execution","medium","default (alert)","disable"
"90316","Philips InSight Information Disclosure Vulnerability","","Alert-All","CVE-2015-2884","server","info-leak","high","default (reset-server)","disable"
"90317","Joomla CMS modbreadcrumbs Title Stored Cross-Site Scripting Vulnerability","","Alert-All","CVE-2021-23124,CVE-2021-26030","server","code-execution","medium","default (alert)","disable"
"90318","Microsoft Sharepoint Server Remote Code Execution Vulnerability","","Alert-All","CVE-2021-24072","server","code-execution","high","default (reset-both)","disable"
"90320","Google Chrome WebGL Out-Of-Bounds Read Vulnerability","","Alert-All","CVE-2020-6555","client","code-execution","high","default (reset-both)","disable"
