"ID","Threat Name","IP Address Exemptions","Rule","CVE","Host","Category","Severity","Action","Packet Capture"
"6801001","macOS-KeyChain","","Alert-All","","client","","high","default (drop)","disable"
"547000","Test App-ID change signature","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547027","New From openai-base To openai-agentbuilder","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547047","New From openai-chatgpt To openai-codex-create","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547051","New From openai-api To openai-agentbuilder-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547052","New From openai-api To openai-agentbuilder-edit","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547054","New From openai-base To openai-agentbuilder","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547056","New From openai-api To openai-agentbuilder-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547057","New From openai-api To openai-agentbuilder-edit","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547060","Modified From web-browsing To bing-ai-base","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547061","New From bing-ai-base To bing-ai-uploading","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547062","New From bing-ai-base To bing-ai-uploading","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547068","New From openai-chatgpt To openai-codex-create","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547072","Modified From amazon-polly-base To amazon-polly-upload","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547073","Modified From amazon-polly-base To amazon-polly-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547079","Modified From openai-base openai-chatgpt To openai-sora","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547080","Modified From openai-chatgpt To openai-sora","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547081","Modified From openai-chatgpt To openai-sora-upload","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547082","Modified From openai-chatgpt To openai-sora-upload","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547083","Modified From openai-chatgpt To openai-sora-post","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547084","Modified From openai-chatgpt To openai-sora-post","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547085","Modified From openai-base To openai-sora-download","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547086","Modified From openai-base To openai-sora-download","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547087","Modified From unknown-udp To mobility-xe","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547091","Modified From net.tcp To veeam","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547123","New From openai-base openai-chatgpt To openai-chatgpt-atlas","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547124","New From openai-base openai-chatgpt To openai-chatgpt-atlas","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547125","New From web-browsing openai-base openai-chatgpt To openai-chatgpt-atlas","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547134","Modified From web-browsing To tencent-meeting","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547135","Modified From web-browsing To tencent-meeting","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547136","New From ssl web-browsing To dlptoolbox","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547137","New From web-browsing To dlptoolbox","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547144","Modified From bittorrent To unknown-tcp","","Alert-All","","client","app-id-change","informational","default (allow)","disable"
"547150","Modified From unknown-udp To tencent-meeting","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547151","Modified From unknown-udp To tencent-meeting","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547152","Modified From unknown-udp To tencent-meeting","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547153","New From ssl web-browsing websocket To scitara","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547154","New From web-browsing To scitara","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547158","Modified From web-browsing To icloud-uploading","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547159","Modified From web-browsing To icloud-uploading","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547160","Modified From web-browsing To dialpad","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547161","Modified From web-browsing To dialpad","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547162","Modified From web-browsing To globalmeet","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547163","Modified From web-browsing To lifesize","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547164","Modified From web-browsing To lifesize","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547165","Modified From unknown-udp To wireguard","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547166","Modified From google-gemini To google-gemini-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547167","Modified From google-gemini To google-gemini-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547168","Modified From ssl web-browsing To lifesize","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547169","Modified From web-browsing To lifesize","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547172","Modified From ssl web-browsing To cakehr","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547173","Modified From web-browsing To cakehr","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547174","Modified From unknown-tcp To ssh","","Alert-All","","client","app-id-change","informational","default (allow)","disable"
"547175","Modified From ssl web-browsing To discord","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547176","Modified From web-browsing To discord","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547177","Modified From ssl web-browsing To successfactors","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547179","Modified From web-browsing To successfactors","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547184","New From telnet To moxa-router-telnet","","Alert-All","","client","app-id-change","informational","default (allow)","disable"
"547185","New From telnet To cisco-telnet","","Alert-All","","client","app-id-change","informational","default (allow)","disable"
"547186","New From web-browsing To factorytalk-optix-webserver","","Alert-All","","client","app-id-change","informational","default (allow)","disable"
"547187","New From web-browsing To factorytalk-optix-webserver","","Alert-All","","client","app-id-change","informational","default (allow)","disable"
"547188","Modified From web-browsing To dynatrace-app-monitoring","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547189","New From web-browsing To factorytalk-optix-webserver","","Alert-All","","client","app-id-change","informational","default (allow)","disable"
"547190","Modified From ssl web-browsing To salesforce-base","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547191","Modified From web-browsing To salesforce-base","","Alert-All","","client","app-id-change","informational","default (allow)","disable"
"547192","Modified From ssl web-browsing To logmein","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547193","Modified From web-browsing To logmein","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547196","Modified From skype To unknown-tcp","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547198","Modified From ssl web-browsing http-video To tubitv","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547199","Modified From web-browsing To tubitv","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547201","Modified From web-browsing To gitlab-base","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547202","Modified From ssl web-browsing google-base To google-gemini","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547203","Modified From web-browsing To google-gemini","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547204","Modified From google-base To google-gemini-uploading","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547205","Modified From google-base To google-gemini-downloading","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547206","Modified From google-base To google-gemini-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547207","Modified From google-base To google-gemini-editing","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547208","Modified From google-base To google-gemini-posting","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547209","New From ssl web-browsing websocket To truthsocial","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547210","New From web-browsing To truthsocial","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547213","New From unknown-tcp To nps-proxy-server","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547214","New From unknown-udp To nps-proxy-server","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547220","Modified From beautiful-base To beautiful-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547221","Modified From beautiful-base To beautiful-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547223","Modified From copy.ai-base To copy.ai-copy","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547224","Modified From copy.ai-base To copy.ai-copy","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547225","Modified From copy.ai-base To copy.ai-create","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547226","Modified From copy.ai-base To copy.ai-create","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547227","Modified From copy.ai-base To copy.ai-create","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547228","Modified From copy.ai-base To copy.ai-create","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547229","Modified From copy.ai-base To copy.ai-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547230","Modified From copy.ai-base To copy.ai-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547231","Modified From copy.ai-base To copy.ai-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547232","Modified From copy.ai-base To copy.ai-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547233","Modified From copy.ai-base To copy.ai-edit","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547234","Modified From copy.ai-base To copy.ai-edit","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547235","Modified From copy.ai-base To copy.ai-move","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547236","Modified From copy.ai-base To copy.ai-move","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547237","Modified From copy.ai-base To copy.ai-post","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547238","Modified From copy.ai-base To copy.ai-post","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547249","Modified From unknown-udp To ipsec-esp-udp","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547250","New From web-browsing To moxa-router-web","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547251","New From ssl web-browsing google-base To ecosia-app","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547252","New From web-browsing google-base To ecosia-app","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547253","Modified From telnet To tanium","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547254","Modified From psiphon To web-browsing","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547257","Modified From jira-base To jira-atlassian-intel","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"547260","Modified From jira-base To jira-atlassian-intel","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"548279","New From zoom-meeting To zoom-record","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"548280","New From zoom To zoom-record","","Alert-All","","client","app-id-change","informational","default (allow)","disable"
"548281","New From zoom To zoom-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"548282","New From zoom To zoom-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"548295","New From zoom To zoom-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"548296","New From zoom To zoom-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"548954","New From ssl web-browsing To zoho-accounts-base","","Alert-All","N/A","server","app-id-change","informational","default (allow)","disable"
"548955","New From web-browsing To zoho-accounts-create","","Alert-All","N/A","server","app-id-change","informational","default (allow)","disable"
"548956","New From web-browsing To zoho-accounts-delete","","Alert-All","N/A","server","app-id-change","informational","default (allow)","disable"
"548957","New From web-browsing To zoho-accounts-edit","","Alert-All","N/A","server","app-id-change","informational","default (allow)","disable"
"548993","New From web-browsing To transferxl","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"548994","New From web-browsing To transferxl","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"548995","New From web-browsing To transferxl-upload","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"548997","New From web-browsing To transferxl-download","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"548999","New From web-browsing To transferxl-delete","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"549005","New From ssl To transferxl","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"549423","Modified From unknown-udp To open-vpn","","Alert-All","N/A","server","app-id-change","informational","default (allow)","disable"
"549793","New From web-browsing ssl google-base To heyjuno","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"549794","New From web-browsing To heyjuno","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"549795","New From ssl web-browsing To verve-ai-base","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"549796","New From web-browsing To verve-ai-base","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"549797","New From web-browsing To verve-ai-upload","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"549798","New From web-browsing To verve-ai-upload","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"549799","New From web-browsing To verve-ai-download","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"549800","New From web-browsing To verve-ai-download","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"549962","New From web-browsing ssl To sensetime-ai","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"549963","New From web-browsing To sensetime-ai","","Alert-All","","server","app-id-change","informational","default (allow)","disable"
"40000","FTP Login Failed","","Alert-All","","server","brute-force","informational","default (allow)","disable"
"40001","FTP: login Brute Force attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40002","DNS Anomaly Response","","Alert-All","","server","brute-force","informational","default (allow)","disable"
"40003","DNS: Spoofing Cache Record Attempt","","Alert-All","CVE-2008-1447","server","brute-force","medium","default (alert)","disable"
"40004","SMB: User Password Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40005","LDAP: User Login Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40006","HTTP: User Authentication Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40007","MAIL: User Login Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40008","MySQL Authentication Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40009","Telnet Authentication Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40010","Microsoft SQL Server User Authentication Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40011","Postgres Database User Authentication Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40012","Oracle Database User Authentication Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40013","Sybase Database User Authentication Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40014","DB2 Database User Authentication Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40015","SSH User Authentication Brute Force Attempt","","Alert-All","CVE-2024-6387","server","brute-force","high","default (alert)","disable"
"40016","SIP INVITE Method Request Flood Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40017","Palo Alto Networks GlobalProtect Authentication Brute Force Attempt","","Alert-All","","server","brute-force","medium","default (alert)","disable"
"40018","Apache HTTP Server Denial-of-Service Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40019","HTTP: IIS Denial Of Service Attempt","","Alert-All","CVE-2009-1536","server","brute-force","high","default (alert)","disable"
"40020","Digium Asterisk IAX2 Call Number Denial Of Service Vulnerability","","Alert-All","CVE-2009-2346","server","brute-force","medium","default (alert)","disable"
"40021","MS-RDP Brute Force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40022","Microsoft ASP.Net Information Leak Vulnerability","","Alert-All","CVE-2010-3332","server","brute-force","critical","default (alert)","disable"
"40023","SIP Register Message Brute Force Attack","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40025","Novell Netware AFP Remote Denial of Service Vulnerability","","Alert-All","CVE-2010-0317","server","brute-force","high","default (alert)","disable"
"40028","SIP Bye Message Brute Force Attack","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40030","HTTP NTLM Authentication Brute Force Attack","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40031","HTTP Unauthorized Brute Force Attack","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40032","HOIC Tool Brute Force Attack","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40033","DNS ANY Queries Brute Force DOS Attack","","Alert-All","","server","brute-force","medium","default (alert)","disable"
"40034","Microsoft Windows SMB NTLM Authentication Lack of Entropy Vulnerability","","Alert-All","CVE-2010-0231","server","brute-force","medium","default (alert)","disable"
"40036","MySQL COM_CHANGE_USER Brute Force Attempt","","Alert-All","CVE-2002-1374","server","brute-force","critical","default (alert)","disable"
"40037","SCADA ICCP COTP Connection Brute Force Attack","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40038","NTP Amplification Denial-Of-Service Attack","","Alert-All","CVE-2013-5211","server","brute-force","low","default (alert)","disable"
"40039","OpenSSL TLS Heartbeat Brute Force - Heartbleed","","Alert-All","CVE-2014-0160","server","brute-force","high","default (alert)","disable"
"40042","Slowhttptest Denial-of-Service Attempt","","Alert-All","CVE-2013-0699","server","brute-force","low","default (alert)","disable"
"40043","WebDav Option Request Abnormal","","Alert-All","","server","brute-force","informational","default (alert)","disable"
"40044","WordPress Login Brute Force Attack","","Alert-All","CVE-2020-35590","server","brute-force","critical","default (alert)","disable"
"40045","OpenSSL DTLS Handshake Parsing Denial-of-Service Vulnerability","","Alert-All","CVE-2015-0206","server","brute-force","high","default (alert)","disable"
"40047","SCTP INIT Flood Attack","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40048","S1AP Paging Flood","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40049","S1AP UE Attach Request Flood","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40052","Oracle E-Business Suite Unauthenticated File Upload Vulnerability","","Alert-All","CVE-2015-2652","server","brute-force","medium","default (alert)","disable"
"40054","GTPv1-C Create PDP Context Request Flood","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40055","GTPv1-C Update PDP Context Request Flood","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40056","GTPv1-C Delete PDP Context Request Flood","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40057","GTPv1 Echo Request Flood","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40058","OpenSSL Denial-of-Service Vulnerability","","Alert-All","CVE-2014-3507","server","brute-force","high","default (alert)","disable"
"40059","HTTP Request Brute Force Attack","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40061","Microsoft Internet Explorer HTTP Response Double Free Memory Corruption Vulnerability","","Alert-All","CVE-2008-2256","client","brute-force","critical","default (reset-both)","disable"
"40063","GTPv2-C Create Session Request Flood","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40064","GTPv2-C Delete Session Request Flood","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40065","GTPv2-C Modify Bearer Request Flood","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40066","GTPv2-C Release Access Bearer Request Flood","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40067","GTPv2-C Echo Request Flood","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40068","Apache Tomcat ChunkedInputFilter Denial of Service Vulnerability","","Alert-All","CVE-2014-0227","server","brute-force","high","default (alert)","disable"
"40069","Microsoft ASP.Net Information Leak Vulnerability","","Alert-All","CVE-2010-3332","server","brute-force","medium","default (alert)","disable"
"40070","OpenSSL SSL3_AL_WARNING Denial of Service Vulnerability","","Alert-All","CVE-2016-8610","server","brute-force","high","default (alert)","disable"
"40071","OpenSSH Denial of Service Vulnerability","","Alert-All","CVE-2016-8858","server","brute-force","high","default (alert)","disable"
"40072","OpenSSL Forged TLS Session Ticket Memory Leak Denial of Service Vulnerability","","Alert-All","CVE-2014-3567","server","brute-force","high","default (alert)","disable"
"40073","PowerDNS Authoritative Server Long qname Denial-of-Service Vulnerability","","Alert-All","CVE-2016-5426","server","brute-force","high","default (alert)","disable"
"40074","PowerDNS Authoritative Server Dot Character Denial of Service Vulnerability","","Alert-All","CVE-2016-5427","server","brute-force","high","default (alert)","disable"
"40078","Windows SMB SMBLoris Denial-of-Service Attempt","","Alert-All","","server","brute-force","low","default (alert)","disable"
"40082","Digium Asterisk chan_skinny SCCP session Denial-of-Service Vulnerability","","Alert-All","CVE-2017-17090","server","brute-force","high","default (alert)","disable"
"40083","Apache HTTP Server mod_status Race Condition Heap Buffer Overflow Vulnerability","","Alert-All","CVE-2014-0226","server","brute-force","high","default (alert)","disable"
"40084","ISC DHCP Server OMAPI Denial-of-Service Vulnerability","","Alert-All","CVE-2017-3144","server","brute-force","high","default (alert)","disable"
"40086","Cisco Adaptive Security Appliance Remote Code Execution and Denial-of-Service Vulnerability","","Alert-All","CVE-2018-0101","server","brute-force","critical","default (alert)","disable"
"40087","DNS Tunnel Data Exfiltration Traffic Brute Force","","Alert-All","","client","brute-force","critical","default (alert)","disable"
"40089","Microsoft Windows iSCSI Target Login Flood Denial-of-Service Vulnerability","","Alert-All","CVE-2014-0255","server","brute-force","high","default (alert)","disable"
"40090","ISC DHCP TCP Session Exhaustion Denial-of-Service Vulnerability","","Alert-All","CVE-2016-2774","client","brute-force","medium","default (alert)","disable"
"40091","Oracle MySQL Server InnoDB Memcached Plugin Resource Exhaustion Vulnerability","","Alert-All","CVE-2013-1570","server","brute-force","high","default (alert)","disable"
"40093","Torshammer HTTP DoS Attack Brute Force Detection","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40094","Slowloris HTTP Flooding Denial-of-Service Brute Force Attempt Detection","","Alert-All","","server","brute-force","critical","default (alert)","disable"
"40096","TeamViewer Security Feature Bypass Vulnerability","","Alert-All","CVE-2018-16550","client","brute-force","critical","default (alert)","disable"
"40097","Cisco Adaptive Security Appliance Software Denial-of-Service Brute Force Vulnerability","","Alert-All","CVE-2018-15454","server","brute-force","high","default (alert)","disable"
"40098","WordPress Load Script Denial-of-Service Brute Force Vulnerability","","Alert-All","CVE-2018-6389","server","brute-force","high","default (alert)","disable"
"40101","CirCarLife SCADA Brute Force Attempt Detection","","Alert-All","CVE-2018-12634","server","brute-force","critical","default (alert)","disable"
"40102","Telerik UI Weak Cryptographic Vulnerability","","Alert-All","CVE-2017-9248","server","brute-force","critical","default (alert)","disable"
"40103","Conext ComBox Denial-of-Service Vulnerability","","Alert-All","CVE-2017-6019","server","brute-force","high","default (alert)","disable"
"40104","SSH Failed Brute-force Authentication Attempt","","Alert-All","","server","brute-force","low","default (alert)","disable"
"40105","Microsoft Windows DHCP Server Remote Code Execution Vulnerability","","Alert-All","CVE-2019-0725","server","brute-force","critical","default (alert)","disable"
"40106","Yourls Improper Authentication Brute Force Vulnerability","","Alert-All","CVE-2019-14537","server","brute-force","critical","default (alert)","disable"
"40109","Compal CH7465LG Improper Input Validation Brute-Force Attempt Detection","","Alert-All","CVE-2019-13025","server","brute-force","critical","default (alert)","disable"
"40111","Craft CMS Improper Authentication Brute-Force Attempt Detection","","Alert-All","CVE-2019-15929","server","brute-force","critical","default (alert)","disable"
"40112","Prima Systems FlexAir Backup Database Download Brute-Force Attempt Detection","","Alert-All","CVE-2019-7667","server","brute-force","critical","default (alert)","disable"
"40113","WordPress Plugin article2pdf Denial-of-Service Attempt Detection","","Alert-All","CVE-2019-1000031","server","brute-force","high","default (alert)","disable"
"40115","Kubernetes Denial-of-Service Vulnerability","","Alert-All","CVE-2019-11253","server","brute-force","high","default (alert)","disable"
"40116","MFScripts YetiShare Password Reset Vulnerability","","Alert-All","CVE-2019-19735","server","brute-force","critical","default (alert)","disable"
"40117","Cisco Data Center Network Manager Rest API Brute Force Vulnerability","","Alert-All","CVE-2019-15975","server","brute-force","critical","default (alert)","disable"
"40118","WordPress WP Database Backup Information Disclosure Brute Force Attack","","Alert-All","CVE-2020-7241","server","brute-force","high","default (alert)","disable"
"40119","Squid Integer Overflow Vulnerability","","Alert-All","CVE-2020-11945","server","brute-force","critical","default (alert)","disable"
"40120","OKLOK Improper Authentication Brute Force Attack","","Alert-All","CVE-2020-8790","server","brute-force","critical","default (alert)","disable"
"40121","Bludit Information Disclosure Vulnerability","","Alert-All","CVE-2019-17240","server","brute-force","critical","default (alert)","disable"
"40122","Nuuo Central Management Server User Session Token Brute Force Vulnerability","","Alert-All","CVE-2018-17888","server","brute-force","critical","default (alert)","disable"
"40123","Venki Supravizio BPM Authentication Brute Force Vulnerability","","Alert-All","CVE-2020-15367","client","brute-force","critical","default (alert)","disable"
"40124","IBM Spectrum Protect Denial-of-Service Vulnerability","","Alert-All","CVE-2020-4559","server","brute-force","high","default (alert)","disable"
"40125","WordPress NAB Transact WooCommerce Plugin Payment Bypass Vulnerability","","Alert-All","CVE-2020-11497","server","brute-force","high","default (alert)","disable"
"40126","Magmi Authentication Bypass Vulnerability","","Alert-All","CVE-2020-5777","server","brute-force","critical","default (alert)","disable"
"40127","CLDAP Reflection DDoS Detection","","Alert-All","","server","dos","medium","default (alert)","disable"
"40128","Allen Bradley Micrologix 1400 Series Denial-of-Service Vulnerability","","Alert-All","CVE-2017-12093","server","dos","high","default (reset-both)","disable"
"40129","Hydra Brute-force Attempt","","Alert-All","","server","brute-force","high","default (alert)","disable"
"40130","SNMP Amplified DDoS Attempt Detection","","Alert-All","","server","dos","medium","default (alert)","disable"
"40131","S1AP Paging Flooding DoS Attack Detection","","Alert-All","","client","brute-force","medium","default (alert)","disable"
"40132","Apache OpenMeetings NetTest Web Service Denial-of-Service Vulnerability","","Alert-All","CVE-2020-13951","server","dos","high","default (alert)","disable"
"40133","Palo Alto Networks PAN-OS Denial-of-Service Vulnerability","","Alert-All","CVE-2020-2039","server","dos","medium","default (reset-server)","disable"
"40134","InfiniteWP Admin Panel Authentication Bypass Vulnerability","","Alert-All","CVE-2020-28642","server","code-execution","critical","default (reset-server)","disable"
"40135","Tiki Improper Authentication Vulnerability","","Alert-All","CVE-2020-15906","server","brute-force","critical","default (alert)","disable"
"40136","Ubiquiti EdgeMAX Denial-of-Service Vulnerability","","Alert-All","CVE-2019-16889","server","dos","high","default (alert)","disable"
"40137","Apache OpenMeetings Denial-of-Service Vulnerability","","Alert-All","CVE-2021-27576","server","dos","high","default (alert)","disable"
"40138","Apache OpenMeetings Denial-of-Service Vulnerability","","Alert-All","CVE-2021-27576","server","dos","high","default (alert)","disable"
"40139","EyesOfNetwork Brute Force Authentication Bypass Vulnerability","","Alert-All","CVE-2021-27514","server","brute-force","critical","default (alert)","disable"
"40140","Elastic Cloud Enterprise Brute Force Information Disclosure Vulnerability","","Alert-All","CVE-2021-22146","server","brute-force","high","default (alert)","disable"
"40141","Arteco Web Client Brute Force Vulnerability","","Alert-All","","server","brute-force","medium","default (alert)","disable"
"40143","Microsoft IIS 4.0 Password Policy Bypass Vulnerability","","Alert-All","CVE-1999-0407","server","code-execution","high","default (alert)","disable"
"40144","Prima Systems FlexAir Brute Force Information Disclosure Vulnerability","","Alert-All","CVE-2019-7667,CVE-2019-7666","server","brute-force","critical","default (alert)","disable"
"40145","NGAP NGsetup Message Brute Force Detection","","Alert-All","","server","brute-force","medium","default (alert)","disable"
